point,transect,x,y,z
502,B,0.4054,-18.4129,-9.5486
503,B,0.4034,-18.4031,-9.5432
504,B,0.4014,-18.3932,-9.5420
505,B,0.3994,-18.3834,-9.5382
506,B,0.3974,-18.3736,-9.5359
507,B,0.3954,-18.3638,-9.5224
508,B,0.3933,-18.3540,-9.5163
509,B,0.3913,-18.3442,-9.5161
510,B,0.3893,-18.3344,-9.5109
511,B,0.3873,-18.3246,-9.5101
512,B,0.3853,-18.3148,-9.5085
513,B,0.3833,-18.3050,-9.5053
514,B,0.3812,-18.2952,-9.5111
515,B,0.3792,-18.2854,-9.5076
516,B,0.3772,-18.2756,-9.5046
517,B,0.3752,-18.2658,-9.5038
518,B,0.3732,-18.2560,-9.5010
519,B,0.3712,-18.2462,-9.4966
520,B,0.3692,-18.2364,-9.4910
521,B,0.3671,-18.2266,-9.4878
522,B,0.3651,-18.2168,-9.4857
523,B,0.3631,-18.2070,-9.4857
524,B,0.3611,-18.1972,-9.4819
525,B,0.3591,-18.1873,-9.4819
526,B,0.3571,-18.1775,-9.4742
527,B,0.3550,-18.1677,-9.4693
528,B,0.3530,-18.1579,-9.4665
529,B,0.3510,-18.1481,-9.4655
530,B,0.3490,-18.1383,-9.4656
531,B,0.3470,-18.1285,-9.4652
532,B,0.3450,-18.1187,-9.4633
533,B,0.3429,-18.1089,-9.4662
534,B,0.3409,-18.0991,-9.4763
535,B,0.3389,-18.0893,-9.4788
536,B,0.3369,-18.0795,-9.4735
537,B,0.3349,-18.0697,-9.4740
538,B,0.3329,-18.0599,-9.4686
539,B,0.3309,-18.0501,-9.4563
540,B,0.3288,-18.0403,-9.4609
541,B,0.3268,-18.0305,-9.4609
542,B,0.3248,-18.0207,-9.4616
543,B,0.3228,-18.0109,-9.4604
544,B,0.3208,-18.0011,-9.4604
545,B,0.3188,-17.9912,-9.4794
546,B,0.3167,-17.9814,-9.4794
547,B,0.3147,-17.9716,-9.4845
548,B,0.3127,-17.9618,-9.4831
549,B,0.3107,-17.9520,-9.4831
550,B,0.3087,-17.9422,-9.4850
551,B,0.3067,-17.9324,-9.4904
552,B,0.3046,-17.9226,-9.4886
553,B,0.3026,-17.9128,-9.4889
554,B,0.3006,-17.9030,-9.5049
555,B,0.2986,-17.8932,-9.5066
556,B,0.2966,-17.8834,-9.5091
557,B,0.2946,-17.8736,-9.5149
558,B,0.2925,-17.8638,-9.5212
559,B,0.2905,-17.8540,-9.5299
560,B,0.2885,-17.8442,-9.5350
561,B,0.2865,-17.8344,-9.5362
562,B,0.2845,-17.8246,-9.5526
563,B,0.2825,-17.8148,-9.5526
564,B,0.2805,-17.8050,-9.5581
565,B,0.2784,-17.7951,0.0000
566,B,0.2764,-17.7853,0.0000
567,B,0.2744,-17.7755,-9.6433
568,B,0.2724,-17.7657,-9.6263
569,B,0.2704,-17.7559,-9.6280
570,B,0.2684,-17.7461,-9.6424
571,B,0.2663,-17.7363,-9.6402
572,B,0.2643,-17.7265,-9.6455
573,B,0.2623,-17.7167,-9.6593
574,B,0.2603,-17.7069,-9.6322
575,B,0.2583,-17.6971,-9.6364
576,B,0.2563,-17.6873,-9.6469
577,B,0.2542,-17.6775,-9.6564
578,B,0.2522,-17.6677,-9.6711
579,B,0.2502,-17.6579,-9.6807
580,B,0.2482,-17.6481,-9.6840
581,B,0.2462,-17.6383,-9.7232
582,B,0.2442,-17.6285,-9.7193
583,B,0.2422,-17.6187,-9.7174
584,B,0.2401,-17.6089,-9.7052
585,B,0.2381,-17.5990,-9.6988
586,B,0.2361,-17.5892,-9.6858
587,B,0.2341,-17.5794,-9.6799
588,B,0.2321,-17.5696,-9.6712
589,B,0.2301,-17.5598,-9.6667
590,B,0.2280,-17.5500,-9.6657
591,B,0.2260,-17.5402,-9.6622
592,B,0.2240,-17.5304,-9.6518
593,B,0.2220,-17.5206,-9.6469
594,B,0.2200,-17.5108,-9.6469
595,B,0.2180,-17.5010,-9.6491
596,B,0.2159,-17.4912,-9.6534
597,B,0.2139,-17.4814,-9.6571
598,B,0.2119,-17.4716,-9.6532
599,B,0.2099,-17.4618,-9.6331
600,B,0.2079,-17.4520,-9.6296
601,B,0.2059,-17.4422,-9.6295
602,B,0.2039,-17.4324,-9.6249
603,B,0.2018,-17.4226,-9.5895
604,B,0.1998,-17.4128,-9.5716
605,B,0.1978,-17.4030,-9.5674
606,B,0.1958,-17.3931,-9.5675
607,B,0.1938,-17.3833,-9.5769
608,B,0.1918,-17.3735,-9.5663
609,B,0.1897,-17.3637,-9.5241
610,B,0.1877,-17.3539,-9.5206
611,B,0.1857,-17.3441,-9.5192
612,B,0.1837,-17.3343,-9.5196
613,B,0.1817,-17.3245,-9.5225
614,B,0.1797,-17.3147,-9.5298
615,B,0.1776,-17.3049,-9.5228
616,B,0.1756,-17.2951,-9.5203
617,B,0.1736,-17.2853,-9.5203
618,B,0.1716,-17.2755,-9.5006
619,B,0.1696,-17.2657,-9.4630
620,B,0.1676,-17.2559,-9.4608
621,B,0.1656,-17.2461,-9.4593
622,B,0.1635,-17.2363,-9.4560
623,B,0.1615,-17.2265,-9.4535
624,B,0.1595,-17.2167,-9.4360
625,B,0.1575,-17.2069,-9.4360
626,B,0.1555,-17.1970,-9.4298
627,B,0.1535,-17.1872,-9.4276
628,B,0.1514,-17.1774,-9.4245
629,B,0.1494,-17.1676,-9.4157
630,B,0.1474,-17.1578,-9.4119
631,B,0.1454,-17.1480,-9.4107
632,B,0.1434,-17.1382,-9.4107
633,B,0.1414,-17.1284,-9.4064
634,B,0.1393,-17.1186,-9.4031
635,B,0.1373,-17.1088,-9.4031
636,B,0.1353,-17.0990,-9.4031
637,B,0.1333,-17.0892,-9.4323
638,B,0.1313,-17.0794,-9.4269
639,B,0.1293,-17.0696,-9.4203
640,B,0.1273,-17.0598,-9.4195
641,B,0.1252,-17.0500,-9.4195
642,B,0.1232,-17.0402,-9.4218
643,B,0.1212,-17.0304,-9.4343
644,B,0.1192,-17.0206,-9.4343
645,B,0.1172,-17.0108,-9.4361
646,B,0.1152,-17.0009,-9.4465
647,B,0.1131,-16.9911,-9.4520
648,B,0.1111,-16.9813,-9.4533
649,B,0.1091,-16.9715,-9.4561
650,B,0.1071,-16.9617,-9.4655
651,B,0.1051,-16.9519,-9.4868
652,B,0.1031,-16.9421,-9.4924
653,B,0.1010,-16.9323,-9.6803
654,B,0.0990,-16.9225,-9.6808
655,B,0.0970,-16.9127,-9.6811
656,B,0.0950,-16.9029,-9.6824
657,B,0.0930,-16.8931,-9.6843
658,B,0.0910,-16.8833,-9.6826
659,B,0.0889,-16.8735,-9.6826
660,B,0.0869,-16.8637,-9.6857
661,B,0.0849,-16.8539,-9.6819
662,B,0.0829,-16.8441,-9.6819
663,B,0.0809,-16.8343,-9.6935
664,B,0.0789,-16.8245,-9.7049
665,B,0.0769,-16.8147,-9.7110
666,B,0.0748,-16.8049,-9.7070
667,B,0.0728,-16.7950,-9.7090
668,B,0.0708,-16.7852,-9.7123
669,B,0.0688,-16.7754,-9.7222
670,B,0.0668,-16.7656,-9.4987
671,B,0.0648,-16.7558,-9.4584
672,B,0.0627,-16.7460,-9.4468
673,B,0.0607,-16.7362,-9.4469
674,B,0.0587,-16.7264,-9.4420
675,B,0.0567,-16.7166,-9.4420
676,B,0.0547,-16.7068,-9.4237
677,B,0.0527,-16.6970,-9.5039
678,B,0.0506,-16.6872,-9.5060
679,B,0.0486,-16.6774,-9.5103
680,B,0.0466,-16.6676,-9.4974
681,B,0.0446,-16.6578,-9.4977
682,B,0.0426,-16.6480,-9.5069
683,B,0.0406,-16.6382,-9.5474
684,B,0.0386,-16.6284,-9.5892
685,B,0.0365,-16.6186,-9.5423
686,B,0.0345,-16.6088,-9.4959
687,B,0.0325,-16.5989,-9.4915
688,B,0.0305,-16.5891,-9.4916
689,B,0.0285,-16.5793,-9.5029
690,B,0.0265,-16.5695,-9.5172
691,B,0.0244,-16.5597,-9.5651
692,B,0.0224,-16.5499,-9.5472
693,B,0.0204,-16.5401,-9.4919
694,B,0.0184,-16.5303,-9.4777
695,B,0.0164,-16.5205,-9.4009
696,B,0.0144,-16.5107,-9.4003
697,B,0.0123,-16.5009,-9.4058
698,B,0.0103,-16.4911,-9.3371
699,B,0.0083,-16.4813,-9.3349
700,B,0.0063,-16.4715,-9.3350
701,B,0.0043,-16.4617,-9.3317
702,B,0.0023,-16.4519,-9.2919
703,B,0.0003,-16.4421,-9.2137
704,B,-0.0018,-16.4323,-9.2095
705,B,-0.0038,-16.4225,-9.2095
706,B,-0.0058,-16.4127,-9.2169
707,B,-0.0078,-16.4028,-9.2082
708,B,-0.0098,-16.3930,-9.2060
709,B,-0.0118,-16.3832,-9.2072
710,B,-0.0139,-16.3734,-9.2127
711,B,-0.0159,-16.3636,-9.2181
712,B,-0.0179,-16.3538,-9.2126
713,B,-0.0199,-16.3440,-9.2117
714,B,-0.0219,-16.3342,-9.2106
715,B,-0.0239,-16.3244,-9.2071
716,B,-0.0260,-16.3146,-9.2061
717,B,-0.0280,-16.3048,-9.2061
718,B,-0.0300,-16.2950,-9.2074
719,B,-0.0320,-16.2852,-9.2155
720,B,-0.0340,-16.2754,-9.2370
721,B,-0.0360,-16.2656,-9.3509
722,B,-0.0380,-16.2558,-9.3509
723,B,-0.0401,-16.2460,-9.3673
724,B,-0.0421,-16.2362,-9.3673
725,B,-0.0441,-16.2264,-9.3689
726,B,-0.0461,-16.2166,-9.4065
727,B,-0.0481,-16.2067,-9.3058
728,B,-0.0501,-16.1969,-9.2460
729,B,-0.0522,-16.1871,-9.2348
730,B,-0.0542,-16.1773,-9.2188
731,B,-0.0562,-16.1675,-9.2070
732,B,-0.0582,-16.1577,-9.2031
733,B,-0.0602,-16.1479,-9.2032
734,B,-0.0622,-16.1381,-9.1966
735,B,-0.0643,-16.1283,-9.1888
736,B,-0.0663,-16.1185,-9.1894
737,B,-0.0683,-16.1087,-9.2062
738,B,-0.0703,-16.0989,-9.2322
739,B,-0.0723,-16.0891,-9.2782
740,B,-0.0743,-16.0793,-9.3001
741,B,-0.0764,-16.0695,-9.3046
742,B,-0.0784,-16.0597,-9.3046
743,B,-0.0804,-16.0499,-9.3061
744,B,-0.0824,-16.0401,-9.3111
745,B,-0.0844,-16.0303,-9.3239
746,B,-0.0864,-16.0205,-9.3388
747,B,-0.0884,-16.0107,-9.3463
748,B,-0.0905,-16.0008,-9.3481
749,B,-0.0925,-15.9910,-9.3500
750,B,-0.0945,-15.9812,-9.3554
751,B,-0.0965,-15.9714,-9.3692
752,B,-0.0985,-15.9616,-9.3777
753,B,-0.1005,-15.9518,-9.3797
754,B,-0.1026,-15.9420,-9.3805
755,B,-0.1046,-15.9322,-9.3752
756,B,-0.1066,-15.9224,-9.3706
757,B,-0.1086,-15.9126,-9.3671
758,B,-0.1106,-15.9028,-9.3669
759,B,-0.1126,-15.8930,-9.1105
760,B,-0.1147,-15.8832,-9.0891
761,B,-0.1167,-15.8734,-9.0848
762,B,-0.1187,-15.8636,-9.0883
763,B,-0.1207,-15.8538,-9.0883
764,B,-0.1227,-15.8440,-9.0884
765,B,-0.1247,-15.8342,-9.1043
766,B,-0.1267,-15.8244,-9.0998
767,B,-0.1288,-15.8146,-9.0853
768,B,-0.1308,-15.8047,-9.0837
769,B,-0.1328,-15.7949,-9.0909
770,B,-0.1348,-15.7851,-9.0912
771,B,-0.1368,-15.7753,-9.0735
772,B,-0.1388,-15.7655,-9.0514
773,B,-0.1409,-15.7557,-9.0520
774,B,-0.1429,-15.7459,-9.0751
775,B,-0.1449,-15.7361,-9.0875
776,B,-0.1469,-15.7263,-9.0893
777,B,-0.1489,-15.7165,-9.0994
778,B,-0.1509,-15.7067,-9.0922
779,B,-0.1530,-15.6969,-9.0764
780,B,-0.1550,-15.6871,-9.0687
781,B,-0.1570,-15.6773,-9.0687
782,B,-0.1590,-15.6675,-9.1864
783,B,-0.1610,-15.6577,0.0000
784,B,-0.1630,-15.6479,-9.4042
785,B,-0.1650,-15.6381,-9.3989
786,B,-0.1671,-15.6283,-9.3989
787,B,-0.1691,-15.6185,-9.4530
788,B,-0.1711,-15.6086,-9.5252
789,B,-0.1731,-15.5988,-9.5249
790,B,-0.1751,-15.5890,-9.5135
791,B,-0.1771,-15.5792,-9.5011
792,B,-0.1792,-15.5694,-9.4917
793,B,-0.1812,-15.5596,-9.4849
794,B,-0.1832,-15.5498,-9.4763
795,B,-0.1852,-15.5400,-9.4737
796,B,-0.1872,-15.5302,-9.4651
797,B,-0.1892,-15.5204,-9.4536
798,B,-0.1913,-15.5106,-9.4457
799,B,-0.1933,-15.5008,-9.4466
800,B,-0.1953,-15.4910,-9.4551
801,B,-0.1973,-15.4812,-9.4422
802,B,-0.1993,-15.4714,-9.4199
803,B,-0.2013,-15.4616,-9.3764
804,B,-0.2033,-15.4518,-9.3698
805,B,-0.2054,-15.4420,-9.3636
806,B,-0.2074,-15.4322,-9.3613
807,B,-0.2094,-15.4224,-9.3589
808,B,-0.2114,-15.4126,-9.3461
809,B,-0.2134,-15.4027,-9.3420
810,B,-0.2154,-15.3929,-9.3405
811,B,-0.2175,-15.3831,-9.3361
812,B,-0.2195,-15.3733,-9.3299
813,B,-0.2215,-15.3635,-9.3292
814,B,-0.2235,-15.3537,-9.3344
815,B,-0.2255,-15.3439,-9.3365
816,B,-0.2275,-15.3341,-9.3436
817,B,-0.2296,-15.3243,-9.3456
818,B,-0.2316,-15.3145,-9.3435
819,B,-0.2336,-15.3047,-9.3438
820,B,-0.2356,-15.2949,-9.3525
821,B,-0.2376,-15.2851,-9.4359
822,B,-0.2396,-15.2753,-9.4359
823,B,-0.2416,-15.2655,-9.4364
824,B,-0.2437,-15.2557,-9.4381
825,B,-0.2457,-15.2459,-9.4394
826,B,-0.2477,-15.2361,-9.4536
827,B,-0.2497,-15.2263,-9.4869
828,B,-0.2517,-15.2165,-9.5441
829,B,-0.2537,-15.2066,-9.5375
830,B,-0.2558,-15.1968,-9.5365
831,B,-0.2578,-15.1870,-9.5170
832,B,-0.2598,-15.1772,-9.4927
833,B,-0.2618,-15.1674,-9.4767
834,B,-0.2638,-15.1576,-9.4585
835,B,-0.2658,-15.1478,-9.4368
836,B,-0.2679,-15.1380,-9.4325
837,B,-0.2699,-15.1282,-9.4315
838,B,-0.2719,-15.1184,-9.4342
839,B,-0.2739,-15.1086,-9.4618
840,B,-0.2759,-15.0988,-9.4647
841,B,-0.2779,-15.0890,-9.4766
842,B,-0.2800,-15.0792,-9.4812
843,B,-0.2820,-15.0694,-9.4966
844,B,-0.2840,-15.0596,-9.4911
845,B,-0.2860,-15.0498,-9.4905
846,B,-0.2880,-15.0400,-9.4905
847,B,-0.2900,-15.0302,-9.5107
848,B,-0.2920,-15.0204,-9.5342
849,B,-0.2941,-15.0105,-9.5224
850,B,-0.2961,-15.0007,-9.5224
851,B,-0.2981,-14.9909,-9.4877
852,B,-0.3001,-14.9811,-9.3637
853,B,-0.3021,-14.9713,-9.3468
854,B,-0.3041,-14.9615,-9.3468
855,B,-0.3062,-14.9517,-9.3470
856,B,-0.3082,-14.9419,-9.3487
857,B,-0.3102,-14.9321,-9.3446
858,B,-0.3122,-14.9223,-9.3389
859,B,-0.3142,-14.9125,-9.3373
860,B,-0.3162,-14.9027,-9.3373
861,B,-0.3183,-14.8929,-9.3425
862,B,-0.3203,-14.8831,-9.3859
863,B,-0.3223,-14.8733,-9.3748
864,B,-0.3243,-14.8635,-9.3725
865,B,-0.3263,-14.8537,-9.3757
866,B,-0.3283,-14.8439,-9.3925
867,B,-0.3303,-14.8341,-9.4036
868,B,-0.3324,-14.8243,-9.4111
869,B,-0.3344,-14.8144,-9.4277
870,B,-0.3364,-14.8046,-9.4236
871,B,-0.3384,-14.7948,-9.4285
872,B,-0.3404,-14.7850,-9.4680
873,B,-0.3424,-14.7752,-9.5801
874,B,-0.3445,-14.7654,-9.6231
875,B,-0.3465,-14.7556,-9.6739
876,B,-0.3485,-14.7458,-9.6942
877,B,-0.3505,-14.7360,-9.7141
878,B,-0.3525,-14.7262,-9.7151
879,B,-0.3545,-14.7164,-9.7145
880,B,-0.3566,-14.7066,-9.7145
881,B,-0.3586,-14.6968,-9.7085
882,B,-0.3606,-14.6870,-9.6844
883,B,-0.3626,-14.6772,-9.6742
884,B,-0.3646,-14.6674,-9.6632
885,B,-0.3666,-14.6576,-9.6492
886,B,-0.3686,-14.6478,-9.6222
887,B,-0.3707,-14.6380,-9.5904
888,B,-0.3727,-14.6282,-9.5637
889,B,-0.3747,-14.6184,-9.5428
890,B,-0.3767,-14.6085,-9.5363
891,B,-0.3787,-14.5987,-9.5333
892,B,-0.3807,-14.5889,-9.5318
893,B,-0.3828,-14.5791,-9.5247
894,B,-0.3848,-14.5693,-9.5247
895,B,-0.3868,-14.5595,-9.5252
896,B,-0.3888,-14.5497,-9.5270
897,B,-0.3908,-14.5399,-9.5348
898,B,-0.3928,-14.5301,-9.5175
899,B,-0.3949,-14.5203,-9.5209
900,B,-0.3969,-14.5105,-9.5178
901,B,-0.3989,-14.5007,-9.5160
902,B,-0.4009,-14.4909,-9.5166
903,B,-0.4029,-14.4811,-9.5194
904,B,-0.4049,-14.4713,-9.5258
905,B,-0.4069,-14.4615,-9.5274
906,B,-0.4090,-14.4517,-9.5291
907,B,-0.4110,-14.4419,-9.5263
908,B,-0.4130,-14.4321,-9.5220
909,B,-0.4150,-14.4223,-9.5098
910,B,-0.4170,-14.4124,-9.5098
911,B,-0.4190,-14.4026,-9.5120
912,B,-0.4211,-14.3928,-9.5171
913,B,-0.4231,-14.3830,-9.5479
914,B,-0.4251,-14.3732,-9.5366
915,B,-0.4271,-14.3634,-9.5310
916,B,-0.4291,-14.3536,-9.5305
917,B,-0.4311,-14.3438,-9.5305
918,B,-0.4332,-14.3340,-9.5343
919,B,-0.4352,-14.3242,-9.6022
920,B,-0.4372,-14.3144,-9.6422
921,B,-0.4392,-14.3046,-9.6422
922,B,-0.4412,-14.2948,-9.6429
923,B,-0.4432,-14.2850,-9.6448
924,B,-0.4452,-14.2752,-9.6443
925,B,-0.4473,-14.2654,-9.6396
926,B,-0.4493,-14.2556,-9.6366
927,B,-0.4513,-14.2458,-9.6361
928,B,-0.4533,-14.2360,-9.6301
929,B,-0.4553,-14.2262,-9.5979
930,B,-0.4573,-14.2163,-9.5928
931,B,-0.4594,-14.2065,-9.5933
932,B,-0.4614,-14.1967,-9.5882
933,B,-0.4634,-14.1869,-9.5755
934,B,-0.4654,-14.1771,-9.5529
935,B,-0.4674,-14.1673,-9.5381
936,B,-0.4694,-14.1575,-9.5379
937,B,-0.4715,-14.1477,-9.5334
938,B,-0.4735,-14.1379,-9.5319
939,B,-0.4755,-14.1281,-9.5273
940,B,-0.4775,-14.1183,-9.5252
941,B,-0.4795,-14.1085,-9.5239
942,B,-0.4815,-14.0987,-9.5239
943,B,-0.4836,-14.0889,-9.5269
944,B,-0.4856,-14.0791,-9.5370
945,B,-0.4876,-14.0693,-9.5653
946,B,-0.4896,-14.0595,-9.5636
947,B,-0.4916,-14.0497,-9.5586
948,B,-0.4936,-14.0399,-9.5589
949,B,-0.4956,-14.0301,-9.5653
950,B,-0.4977,-14.0202,-9.5722
951,B,-0.4997,-14.0104,-9.5662
952,B,-0.5017,-14.0006,-9.5636
953,B,-0.5037,-13.9908,-9.5636
954,B,-0.5057,-13.9810,-9.5662
955,B,-0.5077,-13.9712,-9.5693
956,B,-0.5098,-13.9614,-9.5760
957,B,-0.5118,-13.9516,-9.6311
958,B,-0.5138,-13.9418,-9.6299
959,B,-0.5158,-13.9320,-9.6299
960,B,-0.5178,-13.9222,-9.6328
961,B,-0.5198,-13.9124,-9.6700
962,B,-0.5219,-13.9026,-9.6840
963,B,-0.5239,-13.8928,-9.6892
964,B,-0.5259,-13.8830,-9.7113
965,B,-0.5279,-13.8732,-9.7343
966,B,-0.5299,-13.8634,-9.8295
967,B,-0.5319,-13.8536,-9.8535
968,B,-0.5339,-13.8438,-9.8538
969,B,-0.5360,-13.8340,-9.8536
970,B,-0.5380,-13.8242,-9.8513
971,B,-0.5400,-13.8143,-9.8457
972,B,-0.5420,-13.8045,-9.8431
973,B,-0.5440,-13.7947,-9.7003
974,B,-0.5460,-13.7849,-9.8386
975,B,-0.5481,-13.7751,-9.8264
976,B,-0.5501,-13.7653,-9.8211
977,B,-0.5521,-13.7555,-9.8072
978,B,-0.5541,-13.7457,-9.6932
979,B,-0.5561,-13.7359,-9.6770
980,B,-0.5581,-13.7261,-9.6740
981,B,-0.5602,-13.7163,-9.6722
982,B,-0.5622,-13.7065,-9.6732
983,B,-0.5642,-13.6967,-9.6774
984,B,-0.5662,-13.6869,-9.6789
985,B,-0.5682,-13.6771,-9.6755
986,B,-0.5702,-13.6673,-9.6755
987,B,-0.5722,-13.6575,-9.6820
988,B,-0.5743,-13.6477,-9.7268
989,B,-0.5763,-13.6379,-9.7273
990,B,-0.5783,-13.6281,-9.7295
991,B,-0.5803,-13.6182,-9.7379
992,B,-0.5823,-13.6084,-9.8032
993,B,-0.5843,-13.5986,-9.7693
994,B,-0.5864,-13.5888,-9.6428
995,B,-0.5884,-13.5790,-9.6363
996,B,-0.5904,-13.5692,-9.6299
997,B,-0.5924,-13.5594,-9.6279
998,B,-0.5944,-13.5496,-9.6257
999,B,-0.5964,-13.5398,-9.5987
1000,B,-0.5985,-13.5300,-9.5610
