plot_id,class,Site,cover,level,layer,id,percentage_inside,pland,NA
127,0,man,poci,class,NA,NA,NA,0.0,NA
127,0,vhu,poci,class,1,NA,100.2,33.0,NA
128,1,ana,poci,class,NA,NA,NA,0.0,NA
128,0,man,poci,class,NA,NA,NA,0.0,NA
128,0,vhu,poci,class,1,NA,100.2,24.4,NA
129,1,ana,poci,class,1,NA,100.0,1.2,NA
129,0,man,poci,class,NA,NA,NA,0.0,NA
129,0,vhu,poci,class,1,NA,100.0,30.3,NA
130,1,ana,poci,class,1,NA,100.1,0.1,NA
130,0,man,poci,class,NA,NA,NA,0.0,NA
130,0,vhu,poci,class,1,NA,100.2,25.6,NA
131,1,ana,poci,class,1,NA,100.0,1.0,NA
131,0,man,poci,class,1,NA,100.1,26.5,NA
131,0,vhu,poci,class,1,NA,100.0,29.6,NA
132,1,ana,poci,class,1,NA,99.9,0.4,NA
132,0,man,poci,class,1,NA,100.1,24.0,NA
132,0,vhu,poci,class,1,NA,99.9,32.4,NA
133,1,ana,poci,class,NA,NA,NA,0.0,NA
133,0,man,poci,class,1,NA,99.9,9.8,NA
133,0,vhu,poci,class,1,NA,100.0,27.7,NA
134,1,ana,poci,class,NA,NA,NA,0.0,NA
134,0,man,poci,class,1,NA,100.1,9.2,NA
134,0,vhu,poci,class,1,NA,100.0,24.9,NA
135,1,ana,poci,class,NA,NA,NA,0.0,NA
135,0,man,poci,class,1,NA,100.1,0.9,NA
135,0,vhu,poci,class,1,NA,100.0,40.0,NA
136,1,ana,poci,class,1,NA,99.9,0.8,NA
136,0,man,poci,class,1,NA,100.1,8.4,NA
136,0,vhu,poci,class,1,NA,99.9,32.8,NA
137,1,ana,poci,class,1,NA,100.0,0.8,NA
137,0,man,poci,class,1,NA,100.1,2.3,NA
137,0,vhu,poci,class,1,NA,100.0,12.5,NA
138,1,ana,poci,class,NA,NA,NA,0.0,NA
138,0,man,poci,class,NA,NA,NA,0.0,NA
138,0,vhu,poci,class,1,NA,100.0,18.1,NA
139,1,ana,poci,class,NA,NA,NA,0.0,NA
139,0,man,poci,class,NA,NA,NA,0.0,NA
139,0,vhu,poci,class,1,NA,99.9,26.9,NA
140,1,ana,poci,class,1,NA,100.0,0.6,NA
140,0,man,poci,class,NA,NA,NA,0.0,NA
140,0,vhu,poci,class,1,NA,100.0,36.1,NA
141,1,ana,poci,class,NA,NA,NA,0.0,NA
141,0,man,poci,class,1,NA,99.9,2.5,NA
141,0,vhu,poci,class,1,NA,100.0,37.3,NA
142,1,ana,poci,class,1,NA,99.9,0.3,NA
142,0,man,poci,class,1,NA,99.9,14.3,NA
142,0,vhu,poci,class,1,NA,99.9,35.1,NA
143,1,ana,poci,class,1,NA,100.0,2.5,NA
143,0,man,poci,class,1,NA,99.8,9.6,NA
143,0,vhu,poci,class,1,NA,100.0,36.6,NA
144,1,ana,poci,class,1,NA,100.0,0.5,NA
144,0,man,poci,class,1,NA,99.9,5.5,NA
144,0,vhu,poci,class,1,NA,100.0,37.2,NA
145,1,ana,poci,class,1,NA,100.0,2.8,NA
145,0,man,poci,class,1,NA,99.9,3.0,NA
145,0,vhu,poci,class,1,NA,100.0,44.1,NA
146,1,ana,poci,class,NA,NA,NA,0.0,NA
146,0,man,poci,class,1,NA,99.9,8.3,NA
146,0,vhu,poci,class,1,NA,99.9,9.3,NA
147,1,ana,poci,class,1,NA,100.0,0.7,NA
147,0,man,poci,class,1,NA,99.9,2.9,NA
147,0,vhu,poci,class,1,NA,100.0,35.6,NA
148,1,ana,poci,class,NA,NA,NA,0.0,NA
148,0,man,poci,class,1,NA,99.8,4.6,NA
148,0,vhu,poci,class,1,NA,100.0,27.5,NA
149,1,ana,poci,class,NA,NA,NA,0.0,NA
149,0,man,poci,class,NA,NA,NA,0.0,NA
149,0,vhu,poci,class,1,NA,99.9,15.9,NA
150,1,ana,poci,class,NA,NA,NA,0.0,NA
150,0,man,poci,class,NA,NA,NA,0.0,NA
150,0,vhu,poci,class,1,NA,100.0,47.2,NA
151,1,ana,poci,class,NA,NA,NA,0.0,NA
151,0,man,poci,class,1,NA,100.1,4.8,NA
151,0,vhu,poci,class,1,NA,100.0,24.5,NA
152,1,ana,poci,class,NA,NA,NA,0.0,NA
152,0,man,poci,class,1,NA,100.1,1.2,NA
152,0,vhu,poci,class,1,NA,99.9,19.6,NA
153,1,ana,poci,class,NA,NA,NA,0.0,NA
153,0,man,poci,class,1,NA,99.9,4.3,NA
153,0,vhu,poci,class,1,NA,100.0,28.0,NA
154,1,ana,poci,class,NA,NA,NA,0.0,NA
154,0,man,poci,class,1,NA,100.1,2.0,NA
154,0,vhu,poci,class,1,NA,100.0,24.4,NA
155,1,ana,poci,class,NA,NA,NA,0.0,NA
155,0,man,poci,class,1,NA,100.1,3.5,NA
155,0,vhu,poci,class,1,NA,100.0,29.0,NA
156,1,ana,poci,class,NA,NA,NA,0.0,NA
156,0,man,poci,class,1,NA,100.1,2.4,NA
156,0,vhu,poci,class,1,NA,99.9,31.5,NA
157,1,ana,poci,class,NA,NA,NA,0.0,NA
157,0,man,poci,class,1,NA,100.1,5.7,NA
157,0,vhu,poci,class,1,NA,100.0,24.5,NA
158,1,ana,poci,class,NA,NA,NA,0.0,NA
158,0,man,poci,class,NA,NA,NA,0.0,NA
158,0,vhu,poci,class,1,NA,100.0,22.4,NA
159,1,ana,poci,class,NA,NA,NA,0.0,NA
159,0,man,poci,class,NA,NA,NA,0.0,NA
159,0,vhu,poci,class,1,NA,99.9,31.9,NA
160,1,ana,poci,class,NA,NA,NA,0.0,NA
160,0,man,poci,class,NA,NA,NA,0.0,NA
160,0,vhu,poci,class,1,NA,100.0,26.2,NA
161,1,ana,poci,class,1,NA,100.0,3.8,NA
161,0,man,poci,class,NA,NA,NA,0.0,NA
161,0,vhu,poci,class,1,NA,100.0,41.1,NA
162,1,ana,poci,class,1,NA,99.9,1.5,NA
162,0,man,poci,class,1,NA,100.1,3.4,NA
162,0,vhu,poci,class,1,NA,99.9,11.1,NA
163,1,ana,poci,class,NA,NA,NA,0.0,NA
163,0,man,poci,class,1,NA,99.9,3.2,NA
163,0,vhu,poci,class,1,NA,100.0,15.8,NA
164,1,ana,poci,class,NA,NA,NA,0.0,NA
164,0,man,poci,class,1,NA,100.1,5.2,NA
164,0,vhu,poci,class,1,NA,100.0,23.6,NA
165,1,ana,poci,class,NA,NA,NA,0.0,NA
165,0,man,poci,class,1,NA,100.1,3.3,NA
165,0,vhu,poci,class,1,NA,100.0,29.9,NA
166,1,ana,poci,class,NA,NA,NA,0.0,NA
166,0,man,poci,class,1,NA,100.1,9.5,NA
166,0,vhu,poci,class,1,NA,99.9,41.1,NA
167,1,ana,poci,class,NA,NA,NA,0.0,NA
167,0,man,poci,class,1,NA,100.1,20.0,NA
167,0,vhu,poci,class,1,NA,100.0,35.8,NA
168,1,ana,poci,class,NA,NA,NA,0.0,NA
168,0,man,poci,class,1,NA,99.9,0.7,NA
168,0,vhu,poci,class,1,NA,100.0,31.7,NA
169,1,ana,poci,class,NA,NA,NA,0.0,NA
169,0,man,poci,class,NA,NA,NA,0.0,NA
169,0,vhu,poci,class,1,NA,99.9,29.9,NA
170,1,ana,poci,class,NA,NA,NA,0.0,NA
170,0,man,poci,class,NA,NA,NA,0.0,NA
170,0,vhu,poci,class,1,NA,100.0,16.4,NA
171,1,ana,poci,class,1,NA,100.0,1.5,NA
171,0,man,poci,class,1,NA,99.9,7.4,NA
171,0,vhu,poci,class,1,NA,100.0,5.6,NA
172,1,ana,poci,class,1,NA,99.9,1.1,NA
172,0,man,poci,class,1,NA,99.9,8.8,NA
172,0,vhu,poci,class,1,NA,99.9,20.7,NA
173,1,ana,poci,class,1,NA,100.0,0.0,NA
173,0,man,poci,class,NA,NA,NA,0.0,NA
173,0,vhu,poci,class,1,NA,100.0,18.7,NA
174,1,ana,poci,class,1,NA,100.0,1.7,NA
174,0,man,poci,class,1,NA,99.9,3.8,NA
174,0,vhu,poci,class,1,NA,100.0,22.2,NA
175,1,ana,poci,class,1,NA,100.0,0.4,NA
175,0,man,poci,class,1,NA,99.9,1.1,NA
175,0,vhu,poci,class,1,NA,100.0,31.6,NA
176,1,ana,poci,class,NA,NA,NA,0.0,NA
176,0,man,poci,class,1,NA,99.9,17.1,NA
176,0,vhu,poci,class,1,NA,99.9,35.4,NA
177,1,ana,poci,class,NA,NA,NA,0.0,NA
177,0,man,poci,class,1,NA,99.9,8.6,NA
177,0,vhu,poci,class,1,NA,100.0,34.7,NA
178,1,ana,poci,class,NA,NA,NA,0.0,NA
178,0,man,poci,class,1,NA,99.8,3.0,NA
178,0,vhu,poci,class,1,NA,100.0,27.1,NA
179,1,ana,poci,class,1,NA,99.9,1.3,NA
179,0,man,poci,class,NA,NA,NA,0.0,NA
179,0,vhu,poci,class,1,NA,99.9,11.6,NA
180,1,ana,poci,class,NA,NA,NA,0.0,NA
180,0,man,poci,class,NA,NA,NA,0.0,NA
180,0,vhu,poci,class,1,NA,100.0,27.1,NA
181,1,ana,poci,class,NA,NA,NA,0.0,NA
181,0,man,poci,class,1,NA,100.1,6.3,NA
181,0,vhu,poci,class,1,NA,100.0,16.2,NA
182,1,ana,poci,class,NA,NA,NA,0.0,NA
182,0,man,poci,class,1,NA,100.1,9.2,NA
182,0,vhu,poci,class,1,NA,99.9,35.2,NA
183,1,ana,poci,class,NA,NA,NA,0.0,NA
183,0,man,poci,class,NA,NA,NA,0.0,NA
183,0,vhu,poci,class,1,NA,100.0,26.3,NA
184,1,ana,poci,class,NA,NA,NA,0.0,NA
184,0,man,poci,class,1,NA,100.1,1.6,NA
184,0,vhu,poci,class,1,NA,100.0,26.3,NA
185,1,ana,poci,class,NA,NA,NA,0.0,NA
185,0,man,poci,class,NA,NA,NA,0.0,NA
185,0,vhu,poci,class,1,NA,100.0,37.2,NA
186,1,ana,poci,class,1,NA,100.0,2.9,NA
186,0,man,poci,class,1,NA,100.1,5.3,NA
186,0,vhu,poci,class,1,NA,99.9,38.5,NA
187,1,ana,poci,class,NA,NA,NA,0.0,NA
187,0,man,poci,class,1,NA,100.1,7.2,NA
187,0,vhu,poci,class,1,NA,100.0,33.4,NA
188,1,ana,poci,class,NA,NA,NA,0.0,NA
188,0,man,poci,class,1,NA,99.9,0.5,NA
188,0,vhu,poci,class,1,NA,100.0,10.3,NA
189,1,ana,poci,class,1,NA,100.0,3.3,NA
189,0,man,poci,class,NA,NA,NA,0.0,NA
189,0,vhu,poci,class,1,NA,99.9,21.1,NA
190,1,ana,poci,class,NA,NA,NA,0.0,NA
190,0,man,poci,class,NA,NA,NA,0.0,NA
190,0,vhu,poci,class,1,NA,100.0,30.1,NA
191,1,ana,poci,class,1,NA,100.0,0.2,NA
191,0,man,poci,class,1,NA,99.9,5.6,NA
191,0,vhu,poci,class,1,NA,100.0,22.5,NA
192,1,ana,poci,class,1,NA,99.9,4.9,NA
192,0,man,poci,class,1,NA,99.9,11.4,NA
192,0,vhu,poci,class,1,NA,99.9,32.5,NA
193,1,ana,poci,class,1,NA,100.0,0.8,NA
193,0,man,poci,class,1,NA,99.8,1.2,NA
193,0,vhu,poci,class,1,NA,100.0,26.9,NA
194,1,ana,poci,class,NA,NA,NA,0.0,NA
194,0,man,poci,class,1,NA,99.9,0.5,NA
194,0,vhu,poci,class,1,NA,100.0,20.2,NA
195,1,ana,poci,class,NA,NA,NA,0.0,NA
195,0,man,poci,class,1,NA,99.9,3.2,NA
195,0,vhu,poci,class,1,NA,100.0,27.7,NA
196,1,ana,poci,class,1,NA,99.9,0.6,NA
196,0,man,poci,class,1,NA,99.9,5.0,NA
196,0,vhu,poci,class,1,NA,99.9,35.1,NA
197,1,ana,poci,class,1,NA,100.0,1.0,NA
197,0,man,poci,class,1,NA,99.9,2.1,NA
197,0,vhu,poci,class,1,NA,100.0,31.6,NA
198,1,ana,poci,class,1,NA,100.0,3.6,NA
198,0,man,poci,class,NA,NA,NA,0.0,NA
198,0,vhu,poci,class,1,NA,100.0,30.5,NA
199,1,ana,poci,class,NA,NA,NA,0.0,NA
199,0,man,poci,class,NA,NA,NA,0.0,NA
199,0,vhu,poci,class,1,NA,99.9,37.5,NA
200,1,ana,poci,class,NA,NA,NA,0.0,NA
200,0,man,poci,class,NA,NA,NA,0.0,NA
200,0,vhu,poci,class,1,NA,100.0,25.4,NA
201,1,ana,poci,class,1,NA,100.1,0.6,NA
201,0,man,poci,class,1,NA,100.1,12.2,NA
201,0,vhu,poci,class,1,NA,100.0,29.9,NA
202,1,ana,poci,class,1,NA,100.0,1.0,NA
202,0,man,poci,class,1,NA,100.1,7.0,NA
202,0,vhu,poci,class,1,NA,99.9,23.0,NA
203,1,ana,poci,class,NA,NA,NA,0.0,NA
203,0,man,poci,class,1,NA,99.9,0.2,NA
203,0,vhu,poci,class,1,NA,100.0,25.4,NA
204,1,ana,poci,class,1,NA,100.1,0.7,NA
204,0,man,poci,class,1,NA,100.1,7.2,NA
204,0,vhu,poci,class,1,NA,100.0,24.1,NA
205,1,ana,poci,class,NA,NA,NA,0.0,NA
205,0,man,poci,class,1,NA,100.1,1.5,NA
205,0,vhu,poci,class,1,NA,100.0,40.3,NA
206,1,ana,poci,class,NA,NA,NA,0.0,NA
206,0,man,poci,class,1,NA,100.1,9.2,NA
206,0,vhu,poci,class,1,NA,99.9,35.4,NA
207,1,ana,poci,class,1,NA,100.1,1.8,NA
207,0,man,poci,class,1,NA,100.1,0.7,NA
207,0,vhu,poci,class,1,NA,100.0,40.8,NA
208,1,ana,poci,class,1,NA,100.1,3.3,NA
208,0,man,poci,class,NA,NA,NA,0.0,NA
208,0,vhu,poci,class,1,NA,100.0,34.1,NA
209,1,ana,poci,class,1,NA,100.0,0.4,NA
209,0,man,poci,class,NA,NA,NA,0.0,NA
209,0,vhu,poci,class,1,NA,99.9,27.2,NA
210,1,ana,poci,class,1,NA,100.1,0.2,NA
210,0,man,poci,class,1,NA,100.1,5.3,NA
210,0,vhu,poci,class,1,NA,100.0,40.3,NA
211,1,ana,poci,class,NA,NA,NA,0.0,NA
211,0,man,poci,class,NA,NA,NA,0.0,NA
211,0,vhu,poci,class,1,NA,100.0,30.5,NA
212,1,ana,poci,class,NA,NA,NA,0.0,NA
212,0,man,poci,class,1,NA,99.9,8.6,NA
212,0,vhu,poci,class,1,NA,99.9,30.4,NA
213,1,ana,poci,class,1,NA,100.0,0.7,NA
213,0,man,poci,class,1,NA,99.8,3.7,NA
213,0,vhu,poci,class,1,NA,100.0,32.4,NA
214,1,ana,poci,class,NA,NA,NA,0.0,NA
214,0,man,poci,class,1,NA,99.9,5.0,NA
214,0,vhu,poci,class,1,NA,100.0,22.4,NA
215,1,ana,poci,class,NA,NA,NA,0.0,NA
215,0,man,poci,class,1,NA,99.9,0.5,NA
215,0,vhu,poci,class,1,NA,100.0,17.7,NA
216,1,ana,poci,class,NA,NA,NA,0.0,NA
216,0,man,poci,class,1,NA,99.9,0.9,NA
216,0,vhu,poci,class,1,NA,99.9,26.2,NA
217,1,ana,poci,class,1,NA,100.0,1.9,NA
217,0,man,poci,class,NA,NA,NA,0.0,NA
217,0,vhu,poci,class,1,NA,100.0,31.1,NA
218,1,ana,poci,class,NA,NA,NA,0.0,NA
218,0,man,poci,class,NA,NA,NA,0.0,NA
218,0,vhu,poci,class,1,NA,100.0,25.0,NA
219,1,ana,poci,class,1,NA,99.9,0.9,NA
219,0,man,poci,class,NA,NA,NA,0.0,NA
219,0,vhu,poci,class,1,NA,99.9,17.2,NA
220,1,ana,poci,class,1,NA,100.0,0.0,NA
220,0,man,poci,class,NA,NA,NA,0.0,NA
220,0,vhu,poci,class,1,NA,100.0,23.6,NA
221,1,ana,poci,class,NA,NA,NA,0.0,NA
221,0,man,poci,class,1,NA,100.1,4.6,NA
221,0,vhu,poci,class,1,NA,100.0,14.0,NA
222,1,ana,poci,class,1,NA,99.9,0.5,NA
222,0,man,poci,class,1,NA,100.1,3.7,NA
222,0,vhu,poci,class,1,NA,99.9,29.1,NA
223,1,ana,poci,class,1,NA,100.0,3.1,NA
223,0,man,poci,class,1,NA,99.9,5.0,NA
223,0,vhu,poci,class,1,NA,100.0,32.5,NA
224,1,ana,poci,class,NA,NA,NA,0.0,NA
224,0,man,poci,class,1,NA,100.1,2.3,NA
224,0,vhu,poci,class,1,NA,100.0,30.9,NA
225,1,ana,poci,class,NA,NA,NA,0.0,NA
225,0,man,poci,class,1,NA,100.1,0.5,NA
225,0,vhu,poci,class,1,NA,100.0,25.0,NA
226,1,ana,poci,class,NA,NA,NA,0.0,NA
226,0,man,poci,class,1,NA,100.1,1.9,NA
226,0,vhu,poci,class,1,NA,99.9,16.9,NA
227,1,ana,poci,class,NA,NA,NA,0.0,NA
227,0,man,poci,class,NA,NA,NA,0.0,NA
227,0,vhu,poci,class,1,NA,100.0,28.7,NA
228,1,ana,poci,class,1,NA,100.0,0.8,NA
228,0,man,poci,class,NA,NA,NA,0.0,NA
228,0,vhu,poci,class,1,NA,100.0,25.5,NA
229,1,ana,poci,class,1,NA,99.9,1.4,NA
229,0,man,poci,class,NA,NA,NA,0.0,NA
229,0,vhu,poci,class,1,NA,99.9,33.6,NA
230,1,ana,poci,class,NA,NA,NA,0.0,NA
230,0,man,poci,class,NA,NA,NA,0.0,NA
230,0,vhu,poci,class,1,NA,100.0,28.1,NA
231,1,ana,poci,class,1,NA,100.1,4.3,NA
231,0,man,poci,class,NA,NA,NA,0.0,NA
231,0,vhu,poci,class,1,NA,100.0,30.9,NA
232,1,ana,poci,class,1,NA,100.0,0.8,NA
232,0,man,poci,class,1,NA,99.9,2.6,NA
232,0,vhu,poci,class,1,NA,99.9,28.9,NA
233,1,ana,poci,class,NA,NA,NA,0.0,NA
233,0,man,poci,class,1,NA,99.8,2.2,NA
233,0,vhu,poci,class,1,NA,100.0,29.4,NA
234,1,ana,poci,class,NA,NA,NA,0.0,NA
234,0,man,poci,class,NA,NA,NA,0.0,NA
234,0,vhu,poci,class,1,NA,100.0,41.6,NA
235,1,ana,poci,class,NA,NA,NA,0.0,NA
235,0,man,poci,class,NA,NA,NA,0.0,NA
235,0,vhu,poci,class,1,NA,100.0,35.4,NA
236,1,ana,poci,class,NA,NA,NA,0.0,NA
236,0,man,poci,class,1,NA,99.9,0.2,NA
236,0,vhu,poci,class,1,NA,99.9,19.0,NA
237,1,ana,poci,class,NA,NA,NA,0.0,NA
237,0,man,poci,class,NA,NA,NA,0.0,NA
237,0,vhu,poci,class,1,NA,100.0,24.7,NA
238,1,ana,poci,class,1,NA,100.1,0.9,NA
238,0,man,poci,class,NA,NA,NA,0.0,NA
238,0,vhu,poci,class,1,NA,100.0,20.5,NA
239,1,ana,poci,class,NA,NA,NA,0.0,NA
239,0,man,poci,class,NA,NA,NA,0.0,NA
239,0,vhu,poci,class,1,NA,99.9,32.1,NA
240,1,ana,poci,class,1,NA,100.1,2.6,NA
240,0,man,poci,class,NA,NA,NA,0.0,NA
240,0,vhu,poci,class,1,NA,100.0,21.3,NA
241,1,ana,poci,class,NA,NA,NA,0.0,NA
241,0,man,poci,class,1,NA,100.1,8.2,NA
241,0,vhu,poci,class,1,NA,100.0,26.9,NA
242,1,ana,poci,class,1,NA,99.9,2.5,NA
242,0,man,poci,class,1,NA,100.1,8.5,NA
242,0,vhu,poci,class,1,NA,99.9,26.3,NA
243,1,ana,poci,class,1,NA,100.0,1.4,NA
243,0,man,poci,class,1,NA,99.9,4.6,NA
243,0,vhu,poci,class,1,NA,100.0,25.4,NA
244,1,ana,poci,class,NA,NA,NA,0.0,NA
244,0,man,poci,class,NA,NA,NA,0.0,NA
244,0,vhu,poci,class,1,NA,100.0,26.3,NA
245,1,ana,poci,class,NA,NA,NA,0.0,NA
245,0,man,poci,class,NA,NA,NA,0.0,NA
245,0,vhu,poci,class,1,NA,100.0,36.6,NA
246,1,ana,poci,class,NA,NA,NA,0.0,NA
246,0,man,poci,class,NA,NA,NA,0.0,NA
246,0,vhu,poci,class,1,NA,99.9,32.5,NA
247,1,ana,poci,class,1,NA,100.0,3.1,NA
247,0,man,poci,class,NA,NA,NA,0.0,NA
247,0,vhu,poci,class,1,NA,100.0,34.0,NA
248,1,ana,poci,class,NA,NA,NA,0.0,NA
248,0,man,poci,class,NA,NA,NA,0.0,NA
248,0,vhu,poci,class,1,NA,100.0,30.6,NA
249,1,ana,poci,class,NA,NA,NA,0.0,NA
249,0,man,poci,class,NA,NA,NA,0.0,NA
249,0,vhu,poci,class,1,NA,99.9,28.7,NA
250,1,ana,poci,class,NA,NA,NA,0.0,NA
250,0,man,poci,class,NA,NA,NA,0.0,NA
250,0,vhu,poci,class,1,NA,100.0,29.8,NA
