location,depth,transect,photo,pt1,pt2,pt3,pt4,pt5,pt6,pt7,pt8,pt9,pt10,pt11,pt12,pt13,pt14,pt15,pt16,pt17,pt18,pt19,pt20,pt21,pt22,pt23,pt24,pt25,pt26,pt27,pt28,pt29,pt30,pt31,pt32,pt33,pt34,pt35,pt36,pt37,pt38,pt39,pt40,pt41,pt42,pt43,pt44,pt45,pt46,pt47,pt48,pt49,pt50,pt51,pt52,pt53,pt54,pt55,pt56,pt57,pt58,pt59,pt60,pt61,pt62,pt63,pt64,pt65,pt66,pt67,pt68,pt69,pt70,pt71,pt72,pt73,pt74,pt75,pt76,pt77,pt78,pt79,pt80,pt81,pt82,pt83,pt84,pt85,pt86,pt87,pt88,pt89,pt90,pt91,pt92,pt93,pt94,pt95,pt96,pt97,pt98,pt99,pt100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_10,EAM,EAM,PLOB,O,CALC,CCA,CCA,CCA,CCA,CCA,PVER,EAM,EAM,EAM,CALC,CALC,CALC,PVER,PVER,PVER,PVER,PVER,SPR,SPR,PVER,PVER,PVER,PVER,UNK,EAM,PVER,PVER,EAM,PVER,PVER,CALC,SPR,SPR,SPR,EAM,PVER,EAM,PVER,PVER,PVER,PVER,EAM,EAM,SPR,BASA,BASA,PVER,PVER,PVER,SPR,PVER,O,CALC,CALC,PVER,PVER,EAM,SPR,SPR,PVER,PVER,O,PVER,PVER,PVER,SHAD,SHAD,PVER,PVER,PVER,PVER,PVER,PVER,EAM,PVER,PVER,PVER,PLOB,BASA,BASA,PVER,PVER,PLOB,BASA,EAM,PLOB,O,O,CCA,BASA,O,O,PLOB,PVER,EAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_11,CALC,PVER,PVER,PVER,PVER,UNK,UNK,PVER,PVER,PVER,BASA,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,BASA,BASA,PVER,UNK,CALC,CALC,PLOB,PVER,PVER,SPR,SHAD,PVER,PVER,PVER,PVER,CALC,CALC,O,PVER,PVER,O,O,PVER,PVER,EAM,EAM,EAM,CALC,BASA,BASA,PVER,PVER,PVER,EAM,EAM,BASA,CCA,CCA,CCA,CCA,O,CCA,PVER,PVER,BASA,BASA,BASA,BASA,CCA,CCA,CCA,BASA,CCA,PLOB,PLOB,CCA,BASA,PVER,PVER,PVER,CCA,EAM,PVER,PLOB,CALC,BASA,O,EAM,CALC,CALC,PVER,UNK,EAM,UNK,UNK,BASA,CALC,O,O,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_12,PLOB,PLOB,PLOB,PVER,O,O,EAM,EAM,O,CCA,PLOB,EAM,PVER,PVER,CCA,UNK,EAM,PVER,PVER,PVER,UNK,CCA,PVER,PVER,PVER,PLOB,EAM,PVER,PVER,PVER,EAM,CCA,UNK,CCA,PVER,PVER,PLOB,EAM,PVER,BASA,EAM,EAM,EAM,PLOB,PLOB,PLOB,PLOB,PLOB,PVER,PVER,PLOB,PLOB,EAM,PLOB,PLOB,PVER,CALC,PLOB,TAPE,PVER,CCA,CCA,CCA,CCA,PVER,PVER,TAPE,PLOB,BASA,BASA,BASA,PVER,SPR,CALC,EAM,PLOB,BASA,BASA,UNK,O,PVER,PLOB,CCA,PLOB,PVER,PLOB,UNK,PVER,CALC,CALC,PVER,PVER,SHAD,PVER,EAM,EAM,EAM,PVER,PVER,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_13,PVER,PVER,PVER,PVER,PVER,EAM,PVER,PLOB,PLOB,PLOB,PVER,PVER,PVER,PVER,PLOB,PVER,PLOB,PVER,PLOB,PLOB,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,BASA,SHAD,PVER,SHAD,PVER,PVER,CCA,CCA,PLOB,EAM,EAM,BASA,BASA,CCA,CCA,CCA,CCA,CCA,WAND,PLOB,PLOB,CCA,CCA,CCA,CCA,PVER,BASA,PVER,PVER,CCA,PLOB,BASA,TAPE,CCA,CCA,PVER,PVER,PVER,PVER,EAM,EAM,SHAD,PLOB,CALC,PVER,PVER,PVER,PVER,EAM,EAM,EAM,PVER,PVER,PVER,EAM,EAM,PVER,PVER,EAM,PVER,PVER,PVER,PVER,PVER,UNK,O,PVER,EAM,UNK,EAM,EAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_14,UNK,PVER,PLOB,BASA,BASA,PVER,PLOB,PLOB,PVER,PVER,PLOB,PVER,BASA,BASA,PVER,PVER,PVER,PVER,PVER,O,PLOB,CCA,PLOB,CCA,PVER,PVER,PLOB,PLOB,PVER,PVER,PVER,PVER,PVER,CCA,CCA,CCA,CCA,CCA,PVER,PVER,PVER,PVER,PVER,PVER,CCA,CCA,CCA,PVER,PVER,CCA,PVER,PVER,PVER,PVER,PLOB,PVER,CCA,PVER,BASA,BASA,CALC,PVER,PVER,CALC,CALC,PVER,PVER,PVER,PVER,PVER,PLOB,EAM,EAM,O,O,PVER,PVER,SPR,SPR,PVER,PVER,PVER,PVER,PVER,BASA,CCA,O,CALC,PVER,EAM,PVER,PLOB,BASA,CCA,BASA,O,BASA,EAM,PVER,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,three,t3_15,PVER,PVER,O,UNK,UNK,PVER,PLOB,EAM,EAM,PLOB,SPR,UNK,PVER,UNK,UNK,PVER,BASA,PLOB,PLOB,PLOB,UNK,PVER,PVER,PVER,UNK,UNK,PLOB,PVER,PLOB,PVER,UNK,CCA,CCA,CCA,PLOB,CCA,PLOB,PVER,PVER,PVER,PLOB,CCA,CCA,CCA,CCA,CCA,BASA,BASA,BASA,CCA,O,CALC,CCA,CCA,PVER,CCA,PVER,CCA,CCA,PVER,PLOB,PLOB,PVER,PVER,PVER,PVER,UNK,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,UNK,BASA,PVER,EAM,BASA,CALC,PVER,CCA,PVER,O,PVER,UNK,CCA,CALC,PLOB,SHAD,UNK,PVER,PVER,PVER,BASA,PVER,PVER,UNK,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_1,PVER,PVER,PVER,BASA,BASA,BASA,EAM,PLOB,PVER,PVER,PLOB,PVER,PVER,PLOB,PVER,PLOB,PLOB,PLOB,PLOB,PVER,PVER,PVER,PVER,EAM,PVER,PVER,PLOB,UNK,CALC,PVER,PVER,PLOB,PLOB,CCA,PLOB,PVER,PVER,PVER,PVER,PVER,PVER,O,PLOB,PVER,BASA,PLOB,PVER,PLOB,PVER,UNK,PVER,PVER,PVER,EAM,EAM,PVER,PVER,CCA,CCA,O,EAM,PLOB,PVER,PVER,PLOB,PVER,BASA,CCA,CCA,CCA,CALC,PLOB,EAM,EAM,PVER,PVER,CCA,PVER,BASA,CCA,CALC,CALC,PVER,BASA,PLOB,PLOB,O,UNK,PVER,PVER,PVER,O,UNK,UNK,TAPE,PVER,PVER,TAPE,TAPE,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_2,PVER,PVER,PVER,UNK,PLOB,EAM,PLOB,PLOB,PLOB,PLOB,PVER,PVER,PVER,PLOB,UNK,O,EAM,PLOB,PLOB,PLOB,PVER,PVER,EAM,PLOB,EAM,O,O,EAM,EAM,EAM,EAM,PVER,EAM,O,PLOB,PLOB,PLOB,PLOB,PLOB,PVER,CCA,CALC,CCA,BASA,EAM,PLOB,PLOB,PLOB,PLOB,PVER,O,BASA,BASA,CCA,CCA,PVER,PVER,PVER,PVER,EAM,PLOB,EAM,EAM,EAM,BASA,PLOB,PVER,PVER,PVER,EAM,PVER,SHAD,O,CALC,CCA,CCA,EAM,EAM,EAM,PVER,PVER,PVER,PVER,O,BASA,EAM,PLOB,PVER,PVER,PVER,PVER,PVER,UNK,PVER,CALC,CALC,UNK,UNK,PVER,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_3,SHAD,EAM,CCA,CCA,CCA,BASA,EAM,O,EAM,PLOB,BASA,BASA,BASA,BASA,CCA,CCA,CCA,O,BASA,CALC,CCA,CCA,BASA,CCA,CCA,BASA,CCA,UNK,O,UNK,BASA,BASA,BASA,BASA,CCA,CCA,CCA,BASA,O,PLOB,EAM,EAM,EAM,EAM,O,O,PLOB,CCA,PLOB,PLOB,PLOB,PLOB,PVER,CCA,CCA,EAM,CCA,UNK,EAM,O,PLOB,PVER,PVER,PVER,PVER,EAM,EAM,PVER,CALC,EAM,PLOB,PVER,PVER,PVER,PVER,PLOB,EAM,EAM,SPR,SPR,PVER,PLOB,PLOB,PVER,PVER,PLOB,CCA,PVER,PVER,CALC,PVER,PLOB,PVER,UNK,O,PVER,PVER,PVER,PVER,UNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_4,UNK,PLOB,PVER,PVER,PVER,PVER,SPR,SPR,SPR,SPR,PLOB,PLOB,PVER,PVER,UNK,PVER,PVER,EAM,EAM,EAM,PVER,O,O,O,PLOB,PVER,UNK,EAM,EAM,EAM,PVER,PLOB,O,PLOB,PLOB,PVER,PVER,PVER,PVER,EAM,EAM,PLOB,O,UNK,SPR,SPR,O,PVER,PVER,PVER,PVER,PLOB,PLOB,PLOB,PLOB,O,O,PLOB,PLOB,PVER,PVER,PLOB,PLOB,O,PLOB,PLOB,O,EAM,EAM,PLOB,PVER,PVER,SHAD,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PLOB,PLOB,PVER,PVER,PVER,PVER,PVER,CALC,UNK,UNK,CALC,CALC,UNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_5,PVER,BASA,PVER,PVER,PVER,BASA,SPR,SPR,SPR,SPR,PVER,BASA,BASA,BASA,BASA,BASA,BASA,BASA,SPR,PVER,PVER,PLOB,PVER,BASA,BASA,PLOB,BASA,BASA,O,PVER,PVER,SHAD,PLOB,PVER,SPR,SPR,PVER,SPR,PVER,BASA,O,CALC,PLOB,PLOB,SPR,SPR,PVER,BASA,BASA,BASA,BASA,PVER,PVER,PLOB,SPR,SPR,PLOB,BASA,PVER,PLOB,UNK,PVER,PVER,PVER,SPR,PLOB,BASA,EAM,EAM,PLOB,PLOB,UNK,BASA,CALC,CALC,PVER,SPR,PVER,BASA,EAM,PLOB,PLOB,EAM,BASA,CALC,BASA,EAM,BASA,PVER,UNK,PLOB,PVER,UNK,O,BASA,CCA,UNK,PVER,PLOB,UNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_6,EAM,EAM,EAM,EAM,CALC,EAM,CALC,CALC,PLOB,PLOB,PVER,PVER,PLOB,PLOB,EAM,EAM,BASA,PLOB,PLOB,SPR,PVER,PVER,PVER,PLOB,PLOB,EAM,PVER,PLOB,PLOB,SPR,PVER,PVER,PVER,PLOB,PLOB,PLOB,O,SPR,WAND,SPR,EAM,EAM,PLOB,PVER,SPR,SPR,PLOB,PLOB,O,SPR,CCA,BASA,PLOB,CALC,SPR,PLOB,PLOB,PLOB,SPR,SPR,PVER,PLOB,PLOB,PLOB,CALC,CCA,PLOB,PVER,PVER,SPR,SPR,SPR,CCA,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PLOB,UNK,PVER,PVER,PVER,SPR,SPR,SPR,PVER,PLOB,PLOB,PLOB,PLOB,PLOB,PVER,SPR,SPR,PLOB,PLOB,SPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_7,PLOB,PLOB,PLOB,PLOB,O,O,PVER,CALC,CALC,CALC,PLOB,PLOB,PLOB,PLOB,PLOB,PVER,PVER,PVER,O,SPR,PVER,PVER,PVER,PLOB,PLOB,PLOB,PVER,WAND,SPR,SPR,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,PVER,PVER,PVER,PLOB,PVER,O,PLOB,PVER,PLOB,PLOB,SPR,SPR,SPR,PVER,PVER,PVER,PLOB,PVER,CALC,PLOB,PVER,SPR,SPR,PLOB,O,O,PVER,PVER,CALC,PLOB,PVER,PLOB,PLOB,PLOB,EAM,EAM,PLOB,PVER,PLOB,PVER,BASA,PVER,PLOB,PLOB,EAM,PLOB,PLOB,O,O,PLOB,CALC,CALC,BASA,BASA,PLOB,PVER,PVER,PVER,PVER,O,PLOB,O,BASA,BASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_8,CYANO,CCA,CYANO,CYANO,CCA,CCA,CCA,CCA,WAND,O,PVER,CYANO,CYANO,CYANO,CCA,PLOB,PLOB,WAND,WAND,O,PVER,PVER,PLOB,PLOB,EAM,SPON,CCA,PLOB,CYANO,PVER,PVER,CCA,UNK,PLOB,PVER,PVER,PLOB,PLOB,PLOB,PVER,PLOB,EAM,O,PLOB,PLOB,PLOB,PLOB,PLOB,PVER,PVER,PVER,EAM,EAM,EAM,PLOB,PLOB,EAM,PLOB,PVER,PVER,PVER,O,EAM,EAM,EAM,EAM,PLOB,CALC,CALC,PVER,O,O,EAM,CCA,O,O,PVER,PVER,PVER,PVER,CCA,PLOB,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,CCA,PLOB,PVER,PVER,PVER,PVER,PVER,PVER,PVER,UNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_9,PLOB,PLOB,PLOB,EAM,BASA,EAM,BASA,UNK,PVER,PVER,PVER,O,EAM,PVER,PVER,PLOB,PLOB,SPR,PVER,PVER,PVER,BASA,SPR,PVER,PVER,PLOB,PVER,PVER,PVER,PVER,PVER,PLOB,PVER,PVER,CCA,CALC,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PLOB,PVER,PVER,PVER,PVER,CCA,PVER,SPR,O,PLOB,PLOB,PLOB,CALC,CALC,UNK,PLOB,BASA,BASA,BASA,PVER,PLOB,CCA,CALC,CALC,PVER,PLOB,PVER,UNK,UNK,PVER,PVER,PLOB,PLOB,PVER,PVER,PVER,UNK,EAM,UNK,UNK,UNK,PLOB,EAM,PVER,PLOB,PLOB,SPR,SPR,CCA,PVER,BASA,SHAD,PVER,CCA,PLOB,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_10,PLOB,UNK,PVER,PVER,PVER,PVER,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,SPR,SPR,PVER,PVER,PLOB,PLOB,PLOB,PLOB,O,SPR,CCA,CCA,CCA,SPR,SPR,SPR,PLOB,BASA,BASA,O,EAM,EAM,PVER,PVER,PVER,WAND,SPR,BASA,BASA,BASA,BASA,BASA,PVER,PVER,PVER,EAM,SPR,BASA,BASA,PLOB,PLOB,SPR,SPR,SPR,PVER,SPR,SPR,SPR,EAM,PLOB,EAM,EAM,EAM,PLOB,PLOB,SPR,SPR,BASA,EAM,BASA,EAM,EAM,SPR,PVER,PVER,PLOB,SPR,EAM,CCA,BASA,BASA,EAM,BASA,BASA,PVER,SPR,SPR,SPR,BASA,EAM,BASA,BASA,BASA,SPR,SPR,SPR,EAM,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_11,EAM,EAM,EAM,O,O,PVER,PVER,SPON,PVER,PVER,PVER,PVER,EAM,PLOB,PLOB,PLOB,PVER,EAM,EAM,EAM,PVER,CCA,CCA,CCA,PLOB,EAM,EAM,CALC,CALC,EAM,PVER,CCA,CCA,CCA,PLOB,PLOB,EAM,CALC,CALC,CALC,CCA,CCA,CCA,CCA,PLOB,PLOB,PLOB,PLOB,EAM,PVER,PLOB,CCA,PLOB,PLOB,PLOB,PLOB,EAM,PVER,PVER,PVER,CCA,CALC,PLOB,PLOB,PLOB,PLOB,PLOB,PLOB,SHAD,EAM,EAM,PLOB,PLOB,PLOB,PLOB,PLOB,EAM,EAM,PVER,EAM,EAM,EAM,PVER,EAM,PLOB,EAM,EAM,PVER,PVER,PVER,PVER,UNK,PVER,PVER,PVER,UNK,EAM,EAM,UNK,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_12,PVER,PVER,UNK,UNK,UNK,PVER,PVER,PVER,PVER,UNK,PVER,UNK,EAM,CCA,CCA,UNK,PVER,EAM,CCA,PLOB,PVER,PVER,EAM,EAM,CCA,CCA,BASA,CCA,CCA,EAM,CCA,CCA,CCA,CCA,UNK,EAM,CCA,WAND,CCA,CCA,EAM,PLOB,PLOB,EAM,EAM,PVER,PVER,PVER,PVER,PLOB,EAM,PLOB,PLOB,EAM,CALC,O,PVER,PVER,PVER,PVER,PVER,PVER,EAM,EAM,O,CALC,CALC,CALC,CALC,EAM,PVER,CCA,CCA,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,PVER,EAM,PVER,PVER,PVER,PVER,PVER,PVER,O,PVER,PVER,PVER,SHAD,PVER,PVER,PVER,PVER,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_13,PVER,CALC,PLOB,PLOB,PLOB,PVER,CYANO,CALC,CALC,EAM,PVER,PVER,CALC,PLOB,PLOB,CALC,CALC,CALC,CALC,WAND,PVER,PVER,CALC,CALC,CALC,CALC,CALC,CALC,CALC,CALC,PVER,PLOB,PVER,O,CALC,CALC,CALC,CALC,SPR,SPR,PVER,UNK,PVER,SPR,EAM,EAM,SPR,UNK,CALC,EAM,EAM,EAM,EAM,SPR,CALC,UNK,SPR,SPR,SPR,EAM,PLOB,UNK,UNK,PVER,PVER,UNK,SPR,PVER,PVER,PVER,O,O,O,PVER,PVER,PVER,PVER,PVER,PVER,CALC,O,O,O,O,PVER,PVER,EAM,EAM,CALC,CALC,O,O,PVER,O,PVER,PVER,PVER,CALC,CCA,UNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_14,CCA,CCA,BASA,CCA,BASA,PVER,PVER,PVER,EAM,EAM,BASA,CCA,BASA,BASA,PVER,PVER,PVER,CCA,PVER,PLOB,CCA,BASA,CCA,BASA,PVER,PVER,EAM,BASA,EAM,CCA,BASA,BASA,CCA,PVER,PVER,PVER,PVER,PVER,CCA,CCA,PVER,BASA,CCA,PVER,PVER,PVER,PVER,O,O,O,PVER,O,CCA,BASA,BASA,BASA,CCA,CYANO,CYANO,CALC,O,O,O,BASA,BASA,BASA,CALC,CALC,CALC,CALC,BASA,BASA,BASA,BASA,BASA,BASA,CALC,CYANO,CYANO,CYANO,BASA,BASA,BASA,BASA,BASA,CCA,EAM,BASA,BASA,PVER,CCA,BASA,BASA,CCA,PVER,PVER,EAM,BASA,BASA,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,md,four,t4_15,O,PVER,PVER,EAM,EAM,EAM,EAM,PVER,PVER,EAM,BASA,PVER,BASA,PVER,CCA,PLOB,PLOB,PVER,PVER,PVER,BASA,PVER,PVER,PVER,PVER,PVER,CCA,BASA,BASA,PVER,PVER,PVER,PVER,CCA,PVER,BASA,CCA,BASA,BASA,CCA,CCA,CCA,CCA,CCA,CCA,CCA,BASA,CCA,BASA,CCA,CCA,CCA,BASA,CCA,CCA,CCA,CCA,CCA,PLOB,BASA,CCA,CCA,EAM,EAM,CCA,BASA,CCA,BASA,BASA,BASA,O,PLOB,CCA,CCA,PLOB,PLOB,PLOB,BASA,BASA,PVER,PLOB,PLOB,PLOB,BASA,PVER,SHAD,PVER,BASA,BASA,BASA,EAM,PLOB,EAM,BASA,EAM,PVER,TAPE,CCA,PVER,PVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
